State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"Jackson County, Illinois(6,10)",17077,***,1955.4 ,1815.6, 2103,150,stable,2.6 ,-6.5, 12.6
"Beaufort County, North Carolina(6,10)",37013,***,1955.4 ,1831.6, 2085.5,191,falling,-7.0 ,-9.8, -4.2
"Martin County, Kentucky(7,8)",21159,***,1955.1 ,1659.8, 2288.4,33,stable,-1.0 ,-2.9, 0.8
"Lemhi County, Idaho(7,8)",16059,***,1955 ,1692.1, 2247.7,41,stable,-0.3 ,-2.7, 2.1
"Allen County, Kentucky(7,8)",21003,***,1954.9 ,1744.2, 2184.3,65,stable,-0.5 ,-2.0, 0.9
"Navarro County, Texas(6,10)",48349,***,1954.5 ,1814.8, 2102.1,148,stable,-5.6 ,-14.7, 4.5
"Middlesex County, Virginia(6,10)",51119,***,1954.3 ,1738.3, 2189.9,61,stable,-6.8 ,-22.5, 12.1
"Laurens County, Georgia(7,8)",13175,***,1954.3 ,1814.3, 2102.1,147,stable,-0.3 ,-1.1, 0.5
"Chariton County, Missouri(6,10)",29041,***,1954.2 ,1663.1, 2280.7,33,stable,6.5 ,-5.8, 20.3
"Mitchell County, North Carolina(6,10)",37121,***,1954.1 ,1751.2, 2174,68,falling,-5.3 ,-7.9, -2.7
"Winneshiek County, Iowa(7,8)",19191,***,1953.7 ,1755.3, 2168.1,73,stable,-0.0 ,-0.8, 0.8
"Livingston County, Missouri(6,10)",29117,***,1953.7 ,1725, 2203.9,55,stable,0.5 ,-5.6, 7.0
"Fall River County, South Dakota(6,10)",46047,***,1953.6 ,1673, 2268.1,35,stable,1.7 ,-12.7, 18.6
"Perry County, Ohio(6,10)",39127,***,1953.4 ,1783.8, 2134.8,101,stable,1.6 ,-9.9, 14.6
"Kleberg County, Texas(6,10)",48273,***,1953.4 ,1760.8, 2161.4,76,stable,0.9 ,-6.5, 8.8
"Woodford County, Illinois(6,10)",17203,***,1952.8 ,1797.3, 2118,120,stable,0.6 ,-12.3, 15.5
"Choctaw County, Oklahoma(6,10)",40023,***,1952.8 ,1730.4, 2195.9,56,stable,0.6 ,-2.7, 4.0
"Alleghany County and Clifton Forge City, Virginia(6,10)",51005,***,1952.6 ,1749.8, 2172.5,69,stable,-2.1 ,-15.7, 13.8
"Mahaska County, Iowa(7,8)",19123,***,1952.4 ,1754.7, 2166,73,stable,-0.3 ,-1.0, 0.5
"McIntosh County, North Dakota(6,10)",38051,***,1952.3 ,1524, 2460,15,stable,0.3 ,-39.0, 64.8
"Contra Costa County, California(7,8)",06013,***,1951.6 ,1920, 1983.6,3005,falling,-3.4 ,-5.1, -1.6
"Emporia City, Virginia(6,10)",51595,***,1951.4 ,1568.4, 2397.9,19,stable,3.1 ,-17.8, 29.3
"Stewart County, Georgia(7,8)",13259,***,1951.3 ,1553.4, 2419.7,17,stable,0.2 ,-2.5, 3.1
"Paulding County, Ohio(6,10)",39125,***,1951.2 ,1733.9, 2188.1,60,stable,1.3 ,-3.7, 6.5
"Harmon County, Oklahoma(6,10)",40057,***,1950.9 ,1452.1, 2565.7,10,rising,19.5 ,1.4, 40.8
"Floyd County, Texas(6,10)",48153,***,1950.8 ,1597.4, 2358.7,21,stable,0.8 ,-11.9, 15.3
"Yadkin County, North Carolina(6,10)",37197,***,1950.5 ,1804.9, 2104.8,135,stable,-4.2 ,-13.1, 5.6
"Lyon County, Nevada(6,10)",32019,***,1950 ,1823.3, 2083.3,191,stable,-1.7 ,-9.9, 7.3
"York County, Nebraska(6,10)",31185,***,1950 ,1715, 2207.9,51,stable,1.1 ,-12.6, 16.8
"Anderson County, Tennessee(6,10)",47001,***,1950 ,1846, 2058.3,271,falling,-5.9 ,-10.5, -1.0
"Lawrence County, Missouri(6,10)",29109,***,1949.9 ,1801.3, 2107.4,129,rising,7.4 ,0.5, 14.7
"Crawford County, Ohio(6,10)",39033,***,1949.5 ,1815.2, 2091.1,158,stable,-0.7 ,-6.3, 5.3
"Osceola County, Iowa(7,8)",19143,***,1949 ,1617.7, 2327.5,25,stable,-0.7 ,-1.8, 0.4
"Caldwell County, Kentucky(7,8)",21033,***,1948.8 ,1709.4, 2212.5,49,falling,-2.0 ,-3.3, -0.6
"Charlevoix County, Michigan(6,10)",26029,***,1948 #  ,1784.7, 2122.3,107,stable,-0.3 ,-10.1, 10.5
"Crawford County, Arkansas(6,10)",05033,***,1947.8 ,1821.9, 2080.4,183,falling,-3.8 ,-7.1, -0.4
"Miller County, Georgia(7,8)",13201,***,1947.3 ,1606.8, 2338.1,23,stable,-0.9 ,-2.8, 1.1
"Union Parish, Louisiana(7,8)",22111,***,1947.2 ,1759.9, 2149,80,falling,-1.3 ,-2.4, -0.3
"Taylor County, Florida(6,10)",12123,***,1946.9 ,1754.5, 2154.9,77,falling,-9.3 ,-13.5, -5.0
"Hinds County, Mississippi(6,10)",28049,***,1946.8 ,1875.2, 2020.4,574,stable,-2.6 ,-5.6, 0.4
"Fairfield County, Ohio(6,10)",39045,***,1946.5 ,1861.9, 2034,409,stable,0.8 ,-2.1, 3.9
"Marion County, Ohio(6,10)",39101,***,1946.2 ,1826.3, 2071.8,201,stable,2.1 ,-2.6, 7.0
"Pacific County, Washington(6,10)",53049,***,1946.1 ,1783.6, 2119.5,109,stable,-0.5 ,-5.8, 5.1
"Avoyelles Parish, Louisiana(7,8)",22009,***,1946 ,1794.1, 2107.3,123,falling,-1.2 ,-2.3, -0.1
"Drew County, Arkansas(6,10)",05043,***,1946 ,1727.2, 2184.8,58,stable,5.9 ,-1.0, 13.4
"Wood County, Wisconsin(6,10)",55141,***,1946 ,1841.5, 2054.7,265,stable,-2.3 ,-7.1, 2.7
"Comanche County, Oklahoma(6,10)",40031,***,1945.9 ,1842.4, 2053.7,267,stable,-1.8 ,-5.1, 1.6
"York County, Virginia(6,10)",51199,***,1945.8 ,1819.8, 2078.2,182,stable,-2.5 ,-12.5, 8.6
"Arkansas County, Arkansas(6,10)",05001,***,1945.8 ,1733.7, 2176.6,62,stable,-2.0 ,-19.7, 19.5
"Matagorda County, Texas(6,10)",48321,***,1945.7 ,1785.4, 2116.6,110,stable,-0.1 ,-5.5, 5.6
"Middlesex County, Massachusetts(7,8)",25017,***,1945.6 ,1919.1, 1972.4,4244,falling,-2.8 ,-3.9, -1.6
"Sutton County, Texas(6,10)",48435,***,1945.6 ,1479.5, 2512.7,12,stable,1.0 ,-28.4, 42.3
"Southampton County, Virginia(6,10)",51175,***,1945.4 ,1732.5, 2177.4,62,stable,3.4 ,-8.9, 17.5
"Dawson County, Nebraska(6,10)",31047,***,1945 ,1742.5, 2164.4,69,stable,3.3 ,-4.5, 11.7
"Pinellas County, Florida(6,10)",12103,***,1944.9 ,1918.4, 1971.8,4186,stable,-2.1 ,-4.7, 0.5
"Washington County, Indiana(6,10)",18175,***,1944.7 ,1758.5, 2145.2,82,stable,-1.7 ,-13.8, 12.1
"Liberty County, Georgia(7,8)",13179,***,1944.6 ,1760.7, 2142.8,91,stable,-9.2 ,-19.3, 2.2
"Jerome County, Idaho(7,8)",16053,***,1944.5 ,1714.9, 2196.4,53,falling,-5.7 ,-9.3, -1.9
"Jackson County, Oklahoma(6,10)",40065,***,1944.5 ,1741.8, 2164.1,68,stable,0.7 ,-7.8, 9.9
"Cook County, Georgia(7,8)",13075,***,1944.4 ,1704.7, 2208.4,48,stable,-0.6 ,-2.2, 1.1
"Oglethorpe County, Georgia(7,8)",13221,***,1944.1 ,1701.8, 2211.6,48,stable,-1.1 ,-2.5, 0.3
"Adams County, Indiana(6,10)",18001,***,1944 ,1772.3, 2127.7,98,stable,-2.4 ,-15.5, 12.6
"Hart County, Georgia(7,8)",13147,***,1943.9 ,1775.2, 2124.4,99,falling,-1.2 ,-2.1, -0.4
"Throckmorton County, Texas(6,10)",48447,***,1943.6 ,1386.6, 2649.3,8,stable,-15.2 ,-47.8, 37.9
"Summit County, Ohio(6,10)",39153,***,1943.5 ,1901.5, 1986.3,1671,stable,0.7 ,-3.7, 5.3
"Allen County, Indiana(6,10)",18003,***,1942.6 ,1885.8, 2000.8,916,stable,-1.7 ,-4.1, 0.8
"Lenawee County, Michigan(6,10)",26091,***,1942.3 #  ,1846, 2042.3,314,stable,-3.1 ,-6.4, 0.3
"Wilson County, North Carolina(6,10)",37195,***,1942.3 ,1834.8, 2054.4,250,stable,-1.0 ,-4.4, 2.4
"Broward County, Florida(6,10)",12011,***,1941.7 ,1918.5, 1965.1,5497,stable,-1.5 ,-4.5, 1.7
"Ingham County, Michigan(6,10)",26065,***,1941.5 #  ,1873.5, 2011.3,645,stable,-0.0 ,-3.9, 3.9
"Wayne County, Pennsylvania(6,10)",42127,***,1941.4 ,1825, 2063.3,212,stable,-2.0 ,-11.5, 8.4
"Pawnee County, Oklahoma(6,10)",40117,***,1941.2 ,1718.7, 2184.7,56,stable,3.6 ,-13.6, 24.3
"Jefferson County, West Virginia(6,10)",54037,***,1941.1 ,1797.7, 2092.9,144,stable,0.6 ,-10.1, 12.7
"Cocke County, Tennessee(6,10)",47029,***,1941.1 ,1791, 2100.6,129,stable,-0.7 ,-7.8, 6.8
"Monroe County, Indiana(6,10)",18105,***,1940.9 ,1844.1, 2041.4,311,stable,2.8 ,-4.4, 10.6
"St. John the Baptist Parish, Louisiana(7,8)",22095,***,1940.8 ,1771.8, 2121.7,102,falling,-1.7 ,-2.8, -0.5
"Fairfield County, South Carolina(6,10)",45039,***,1940.7 ,1750.6, 2146,79,stable,1.6 ,-9.4, 14.0
"Metcalfe County, Kentucky(7,8)",21169,***,1939.7 ,1656.3, 2257.9,34,stable,-0.7 ,-1.6, 0.2
"Jones County, Iowa(7,8)",19105,***,1939.1 ,1744.4, 2149.4,74,falling,-1.0 ,-1.6, -0.4
"Rock Island County, Illinois(6,10)",17161,***,1939 ,1862.1, 2018.1,489,stable,-0.8 ,-3.8, 2.4
"Wilson County, Tennessee(6,10)",47189,***,1938.9 ,1845.3, 2036.1,342,stable,-0.9 ,-4.3, 2.5
"Pierce County, Nebraska(6,10)",31139,***,1938.9 ,1614.7, 2308.9,26,stable,-10.2 ,-24.6, 7.0
"Cullman County, Alabama(6,10)",01043,***,1938.8 ,1835.7, 2046.2,271,stable,-3.3 ,-9.7, 3.6
"Tripp County, South Dakota(6,10)",46123,***,1938.7 ,1601.4, 2325.8,25,stable,5.7 ,-11.3, 26.0
"Otsego County, Michigan(6,10)",26137,***,1938.5 #  ,1759.7, 2130.5,88,stable,7.6 ,-4.7, 21.5
"Covington County, Alabama(6,10)",01039,***,1938.3 ,1798.2, 2086.4,143,stable,-0.6 ,-5.5, 4.6
"Colfax County, Nebraska(6,10)",31037,***,1938 ,1619.6, 2299.9,27,stable,-5.3 ,-25.5, 20.4
"Columbus County, North Carolina(6,10)",37047,***,1937.9 ,1816.3, 2065.6,194,stable,0.2 ,-9.2, 10.5
"Lincoln County, South Dakota(6,10)",46083,***,1937.9 ,1769.8, 2117.6,103,stable,-3.3 ,-11.6, 5.8
"Jefferson County, Alabama(6,10)",01073,***,1937.9 ,1897.4, 1978.9,1798,stable,0.0 ,-3.4, 3.5
"Hall County, Texas(6,10)",48191,***,1937.8 ,1509.4, 2449.8,14,stable,3.5 ,-22.3, 37.9
"Gallatin County, Montana(6,10)",30031,***,1937.8 ,1816.6, 2065,202,stable,2.5 ,-5.4, 11.0
"Wood County, West Virginia(6,10)",54107,***,1937.6 ,1841.1, 2037.9,307,stable,-0.8 ,-8.0, 6.9
"Colquitt County, Georgia(7,8)",13071,***,1937.4 ,1784.5, 2100,122,falling,-1.3 ,-2.0, -0.5
"Umatilla County, Oregon(6,10)",41059,***,1937.1 ,1819.5, 2060.3,207,stable,-2.5 ,-10.0, 5.5
"Kosciusko County, Indiana(6,10)",18085,***,1937.1 ,1823.7, 2055.7,222,stable,-1.6 ,-6.5, 3.5
"Lincoln County, West Virginia(6,10)",54043,***,1937.1 ,1735.4, 2156,69,stable,-0.5 ,-11.2, 11.4
"Carlisle County, Kentucky(7,8)",21039,***,1936.9 ,1565.3, 2370,19,stable,-0.5 ,-2.6, 1.7
"Wayne County, Kentucky(7,8)",21231,***,1936.7 ,1738.7, 2151.2,72,stable,-0.1 ,-1.7, 1.6
"Jefferson County, Oregon(6,10)",41031,***,1936.6 ,1738.7, 2150.9,74,stable,-2.6 ,-10.7, 6.2
"Meigs County, Ohio(6,10)",39105,***,1936.4 ,1748, 2139.5,79,stable,1.8 ,-10.0, 15.1
"Pope County, Arkansas(6,10)",05115,***,1936.3 ,1808, 2071.2,172,stable,2.0 ,-7.5, 12.5
"Indian River County, Florida(6,10)",12061,***,1935.9 ,1877.8, 1995.5,849,falling,-4.2 ,-6.1, -2.4
"Custer County, Nebraska(6,10)",31041,***,1935.8 ,1686.5, 2211.3,45,stable,0.2 ,-12.3, 14.5
"Santa Barbara County, California(7,8)",06083,***,1935 ,1885.2, 1985.7,1183,falling,-0.8 ,-1.3, -0.2
"Snyder County, Pennsylvania(6,10)",42109,***,1934.8 ,1789.5, 2088.7,132,stable,4.3 ,-5.8, 15.4
"Bleckley County, Georgia(7,8)",13023,***,1934.8 ,1672.2, 2226.7,39,stable,0.1 ,-1.8, 2.1
"Boone County, Indiana(6,10)",18011,***,1934.5 ,1794.7, 2082.4,145,stable,2.4 ,-8.3, 14.4
"Moffat County, Colorado(6,10)",08081,***,1934.1 ,1637.5, 2268.9,32,stable,-7.0 ,-26.9, 18.4
"Wharton County, Texas(6,10)",48481,***,1933.9 ,1784.4, 2092.5,125,stable,3.6 ,-3.1, 10.8
"Pocahontas County, West Virginia(6,10)",54075,***,1933.4 ,1662.8, 2235.9,37,stable,0.1 ,-21.2, 27.3
"Laurens County, South Carolina(6,10)",45059,***,1933.3 ,1817, 2055,213,stable,-1.5 ,-9.3, 7.1
"Bedford County, Pennsylvania(6,10)",42009,***,1933.1 ,1814, 2058,197,stable,2.0 ,-2.5, 6.8
"Wabash County, Indiana(6,10)",18169,***,1932.2 ,1777.3, 2096.9,118,rising,5.4 ,0.7, 10.4
"Calhoun County, Florida(6,10)",12013,***,1932.1 ,1692.9, 2195.7,47,stable,0.1 ,-21.8, 28.2
"Greene County, Ohio(6,10)",39057,***,1932 ,1854.8, 2011.6,482,stable,-2.1 ,-6.4, 2.4
"Huntington County, Indiana(6,10)",18069,***,1931.8 ,1772.9, 2101,111,stable,0.4 ,-7.7, 9.2
"Cass County, Indiana(6,10)",18017,***,1931.8 ,1779.1, 2093.9,120,stable,-6.4 ,-21.5, 11.7
"Randall County, Texas(6,10)",48381,***,1931.3 ,1838.9, 2027.2,332,stable,0.2 ,-4.8, 5.5
"Jefferson County, Georgia(7)",13163,***,1931.3 ,1695.7, 2190.5,50,*,*,*,*
"Benton County, Washington(6,10)",53005,***,1931.2 ,1852.4, 2012.5,468,stable,-2.8 ,-7.9, 2.5
"Chambers County, Texas(6,10)",48071,***,1931 ,1737.1, 2140.7,77,stable,0.4 ,-19.7, 25.5
"Montgomery County, North Carolina(6,10)",37123,***,1930.8 ,1759.2, 2114.8,96,stable,-11.4 ,-26.4, 6.6
"Grundy County, Tennessee(6,10)",47061,***,1930.7 ,1698, 2186.7,52,stable,3.8 ,-2.4, 10.3
"Lavaca County, Texas(6,10)",48285,***,1930.6 ,1748.6, 2126.3,84,stable,-4.0 ,-17.3, 11.5
"Garza County, Texas(6,10)",48169,***,1930.6 ,1497.8, 2449.8,14,stable,-11.2 ,-39.0, 29.2
"Bremer County, Iowa(7,8)",19017,***,1930.2 ,1751.2, 2122.5,87,falling,-1.0 ,-1.7, -0.4
"Bristol County, Massachusetts(7,8)",25005,***,1930.1 ,1887.9, 1973.1,1644,falling,-5.6 ,-10.2, -0.8
"Musselshell County, Montana(6,10)",30065,***,1929.9 ,1553.2, 2370.7,19,stable,-2.4 ,-11.6, 7.7
"Dixon County, Nebraska(6,10)",31051,***,1929.8 ,1579.1, 2334.9,22,stable,-8.3 ,-19.1, 4.0
"Carroll County, Ohio(6,10)",39019,***,1929.7 ,1763.9, 2107.1,102,stable,0.9 ,-4.4, 6.6
"Nash County, North Carolina(6,10)",37127,***,1929.3 ,1830, 2032.7,291,stable,1.3 ,-7.3, 10.7
"Tuscaloosa County, Alabama(6,10)",01125,***,1929.3 ,1849.5, 2011.5,454,stable,-1.4 ,-4.1, 1.4
"Stark County, North Dakota(6,10)",38089,***,1929 ,1732.2, 2141.7,74,stable,-3.7 ,-12.2, 5.6
"Bay County, Michigan(6,10)",26017,***,1928.7 #  ,1840, 2020.6,364,stable,0.7 ,-4.8, 6.5
"Clark County, Washington(6,10)",53011,***,1928.6 ,1877.4, 1980.8,1135,falling,-3.6 ,-6.7, -0.4
"Madison County, Alabama(6,10)",01089,***,1928.6 ,1872.4, 1986,905,stable,1.3 ,-1.9, 4.7
"Cleveland County, Oklahoma(6,10)",40027,***,1928.2 ,1858.5, 1999.9,598,stable,-4.5 ,-13.8, 5.9
"Northampton County, North Carolina(6,10)",37131,***,1928.1 ,1751.7, 2117.4,89,stable,-5.2 ,-18.0, 9.6
"Otoe County, Nebraska(6,10)",31131,***,1927.9 ,1705.3, 2171.2,57,stable,2.5 ,-9.1, 15.6
"Audrain County, Missouri(6,10)",29007,***,1927.7 ,1742, 2127.6,80,falling,-5.2 ,-9.5, -0.6
"Preston County, West Virginia(6,10)",54077,***,1927.4 ,1769, 2096.2,112,stable,-2.0 ,-8.0, 4.3
"Sampson County, North Carolina(6,10)",37163,***,1927.3 ,1807, 2053.6,194,stable,-1.5 ,-16.9, 16.7
"Goliad County, Texas(6,10)",48175,***,1927.3 ,1620.8, 2274.4,28,falling,-7.3 ,-9.6, -4.9
"Defiance County, Ohio(6,10)",39039,***,1927.1 ,1775.9, 2087.7,122,stable,-0.1 ,-7.1, 7.4
"Iron County, Utah(7,8)",49021,***,1926.5 ,1759.2, 2105.5,101,stable,-0.6 ,-1.3, 0.1
"Seminole County, Oklahoma(6,10)",40133,***,1926.5 ,1743.2, 2123.8,82,stable,-4.9 ,-15.8, 7.5
"Bledsoe County, Tennessee(6,10)",47007,***,1926.4 ,1681.2, 2197.9,46,stable,-8.1 ,-21.9, 8.0
"Greenwood County, South Carolina(6,10)",45047,***,1926.1 ,1813.3, 2043.9,223,falling,-5.3 ,-7.6, -2.9
"Pendleton County, West Virginia(6,10)",54071,***,1926.1 ,1646.5, 2239.4,34,stable,2.3 ,-17.7, 27.1
"Hood County, Texas(6,10)",48221,***,1926 ,1818.7, 2038,244,stable,2.7 ,-2.0, 7.7
"Perry County, Missouri(6,10)",29157,***,1925.7 ,1711.8, 2158.8,60,stable,1.2 ,-4.3, 7.0
"Wichita County, Texas(6,10)",48485,***,1925.6 ,1835.4, 2019,346,stable,-0.3 ,-7.1, 7.1
"El Paso County, Colorado(6,10)",08041,***,1925.3 ,1879.9, 1971.5,1417,stable,-0.9 ,-3.2, 1.4
"Chatham County, North Carolina(6,10)",37037,***,1924.5 ,1823.5, 2029.7,278,stable,-4.1 ,-15.9, 9.5
"Madison County, Tennessee(6,10)",47113,***,1924.3 ,1823.1, 2029.6,278,stable,0.8 ,-9.1, 11.8
"Mineral County, West Virginia(6,10)",54057,***,1924.1 ,1757.1, 2102.9,100,stable,-4.2 ,-16.5, 10.0
"Richmond County, Georgia(7,8)",13245,***,1924.1 ,1846.8, 2003.9,480,stable,1.8 ,-1.4, 5.0
"Grundy County, Missouri(6,10)",29079,***,1924.1 ,1666.2, 2210.2,40,stable,0.8 ,-19.2, 25.9
"Georgetown County, South Carolina(6,10)",45043,***,1923.3 ,1820.1, 2030.9,273,stable,-1.8 ,-12.1, 9.7
"Wells County, Indiana(6,10)",18179,***,1923.3 ,1748.2, 2111.1,91,stable,4.6 ,-5.4, 15.7
"Josephine County, Oregon(6,10)",41033,***,1923.2 ,1838.1, 2011.2,391,stable,-3.7 ,-12.1, 5.5
"Hutchinson County, South Dakota(6,10)",46067,***,1922.8 ,1621.3, 2262.7,32,stable,5.3 ,-14.7, 30.0
"Charlton County, Georgia(7,8)",13049,***,1922.8 ,1642.9, 2237.4,35,stable,0.7 ,-1.5, 3.0
"Ramsey County, North Dakota(6,10)",38071,***,1922.7 ,1664.8, 2209,41,stable,2.1 ,-19.7, 29.9
"Carter County, Missouri(6,10)",29035,***,1922.6 ,1570.7, 2330.3,21,stable,0.5 ,-23.7, 32.4
"Elkhart County, Indiana(6,10)",18039,***,1922.2 ,1847.4, 1999.3,509,stable,-3.0 ,-9.7, 4.1
"Marshall County, Oklahoma(6,10)",40095,***,1922.1 ,1717.4, 2144.7,65,stable,-3.1 ,-20.9, 18.8
"Natchitoches Parish, Louisiana(7,8)",22069,***,1921.3 ,1763.8, 2089.1,112,falling,-1.1 ,-2.1, -0.1
"Santa Cruz County, California(7,8)",06087,***,1921.1 ,1855.1, 1988.9,687,falling,-1.3 ,-1.8, -0.9
"Linn County, Oregon(6,10)",41043,***,1920.9 ,1835.2, 2009.5,387,falling,-5.8 ,-7.3, -4.2
"Solano County, California(7,8)",06095,***,1920.7 ,1869.2, 1973.3,1095,falling,-4.2 ,-6.1, -2.3
"Washoe County, Nevada(6,10)",32031,***,1920.2 ,1869.9, 1971.6,1169,stable,-0.9 ,-1.8, 0.0
"Lincoln County, Oregon(6,10)",41041,***,1920.1 ,1804.7, 2041.1,217,stable,-4.2 ,-11.7, 4.0
"Henderson County, Tennessee(6,10)",47077,***,1918.9 ,1742.2, 2108.7,89,stable,-1.1 ,-15.5, 15.8
"Houston County, Tennessee(6,10)",47083,***,1918.8 ,1621.5, 2254.9,30,stable,6.2 ,-3.7, 17.2
"Roane County, West Virginia(6,10)",54087,***,1918.6 ,1694, 2165.1,54,stable,-8.9 ,-18.8, 2.2
"Weakley County, Tennessee(6,10)",47183,***,1918.6 ,1760.3, 2087.3,110,stable,-1.6 ,-15.3, 14.4
"Waupaca County, Wisconsin(6,10)",55135,***,1918.4 ,1795.5, 2047.4,189,stable,-5.3 ,-12.2, 2.2
"Ottawa County, Oklahoma(6,10)",40115,***,1917.8 ,1757.5, 2088.7,107,stable,3.3 ,-6.2, 13.7
"Geneva County, Alabama(6,10)",01061,***,1917.6 ,1748.4, 2098.7,96,stable,4.3 ,-5.1, 14.6
"Pamlico County, North Carolina(6,10)",37137,***,1917.2 ,1708.4, 2144.7,63,stable,-10.5 ,-25.8, 8.1
"Orleans Parish, Louisiana(7,8)",22071,***,1917.1 ,1860.2, 1975.3,898,falling,-1.0 ,-1.4, -0.5
"Fayette County, Illinois(6,10)",17051,***,1916.4 ,1723.5, 2125,73,stable,-2.7 ,-14.0, 10.1
"Pondera County, Montana(6,10)",30073,***,1916 ,1564.5, 2321.8,22,stable,9.5 ,-16.9, 44.3
"Perry County, Pennsylvania(6,10)",42099,***,1916 ,1774, 2066.3,140,stable,-1.5 ,-10.9, 9.0
"Orange County, North Carolina(6,10)",37135,***,1916 ,1818.4, 2017.4,305,stable,2.5 ,-2.4, 7.6
"Wilcox County, Georgia(7,8)",13315,***,1915.9 ,1608.3, 2265.2,28,stable,-0.1 ,-2.0, 1.9
"Martin County, Florida(6,10)",12085,***,1915.7 ,1858.7, 1974,868,stable,-1.2 ,-7.2, 5.2
"Adams County, Illinois(6,10)",17001,***,1915.7 ,1807.3, 2028.8,243,stable,-0.1 ,-6.7, 7.0
"Crittenden County, Arkansas(6,10)",05035,***,1915.4 ,1759, 2082,114,stable,-0.3 ,-8.2, 8.3
"Perry County, Mississippi(6,10)",28111,***,1915.3 ,1646.8, 2215.8,37,stable,-4.4 ,-15.3, 7.9
"Montague County, Texas(6,10)",48337,***,1915.3 ,1727.8, 2117.7,77,stable,-1.1 ,-4.9, 2.8
"Obion County, Tennessee(6,10)",47131,***,1915.1 ,1757.6, 2083.1,111,stable,0.1 ,-10.6, 12.0
"Putnam County, Missouri(6,10)",29171,***,1914.9 ,1569.4, 2313.5,22,stable,-10.3 ,-40.1, 34.3
"New York County, New York(7,8)",36061,***,1914.5 ,1889.7, 1939.5,4650,falling,-1.6 ,-2.4, -0.7
"Converse County, Wyoming(6,10)",56009,***,1914.3 ,1647.3, 2212.4,38,stable,-2.4 ,-20.0, 19.1
"Giles County, Tennessee(6,10)",47055,***,1914.1 ,1750.6, 2088.8,103,stable,-3.4 ,-15.6, 10.6
"Barnwell County, South Carolina(6,10)",45011,***,1913.9 ,1712.2, 2133,68,stable,1.6 ,-1.9, 5.3
"Brooke County, West Virginia(6,10)",54009,***,1913.8 ,1741.9, 2097.8,93,stable,6.5 ,-2.6, 16.5
"Clark County, South Dakota(6,10)",46025,***,1913.7 ,1491.9, 2417.1,15,stable,-0.4 ,-29.0, 39.8
"Ripley County, Indiana(6,10)",18137,***,1913.4 ,1736, 2104.1,87,stable,1.1 ,-10.8, 14.6
"Lake County, California(7,8)",06033,***,1913 ,1805.8, 2024.9,247,falling,-2.0 ,-2.9, -1.1
"Cumberland County, Tennessee(6,10)",47035,***,1912.8 ,1817.9, 2011.4,310,stable,-0.4 ,-3.3, 2.6
"Winston County, Mississippi(6,10)",28159,***,1912.2 ,1708.4, 2133.7,65,falling,-6.7 ,-10.0, -3.3
"Wayne County, West Virginia(6,10)",54099,***,1911.9 ,1775, 2056.5,147,stable,4.9 ,-1.8, 12.2
"Tom Green County, Texas(6,10)",48451,***,1911.2 ,1817.9, 2008.1,318,stable,1.7 ,-8.3, 12.7
"Blaine County, Idaho(7,8)",16013,***,1911.1 ,1688.7, 2154.7,60,stable,-1.0 ,-2.3, 0.4
"Sumter County, Florida(6,10)",12119,***,1910.8 ,1858.2, 1964.5,1079,stable,-6.4 ,-12.8, 0.4
"Appomattox County, Virginia(6,10)",51011,***,1910.2 ,1690.6, 2150.6,56,stable,2.4 ,-10.7, 17.4
"Jefferson County, Wisconsin(6,10)",55055,***,1909.7 ,1801.1, 2023.1,237,stable,-0.5 ,-9.6, 9.4
"Hardin County, Texas(6,10)",48199,***,1909.5 ,1777.3, 2049.1,158,stable,2.0 ,-0.3, 4.4
"Grady County, Georgia(7,8)",13131,***,1909.1 ,1719.9, 2113.6,76,falling,-1.8 ,-2.6, -1.0
"Ogemaw County, Michigan(6,10)",26129,***,1908.8 #  ,1739.4, 2090.3,94,stable,4.5 ,-3.9, 13.7
"Del Norte County, California(7,8)",06015,***,1908.7 ,1723.3, 2108.5,80,falling,-1.8 ,-3.3, -0.3
"Monroe County, Illinois(6,10)",17133,***,1908.4 ,1742.6, 2085.7,99,stable,-3.7 ,-14.4, 8.2
"Lee County, South Carolina(6,10)",45061,***,1908.3 ,1687.5, 2150.1,56,stable,-2.2 ,-14.2, 11.6
"Anchorage Borough, Alaska(6,10)",02020,***,1908.3 ,1830.1, 1989,490,stable,-2.1 ,-4.4, 0.3
"Saline County, Missouri(6,10)",29195,***,1908.3 ,1716.4, 2115.6,74,stable,1.1 ,-12.5, 16.8
"Harrison County, Texas(6,10)",48203,***,1908 ,1786.4, 2035.8,188,stable,2.2 ,-3.9, 8.7
"Marshall County, Indiana(6,10)",18099,***,1907.9 ,1768.2, 2055.6,141,stable,-6.5 ,-16.5, 4.7
"Twiggs County, Georgia(7,8)",13289,***,1907.8 ,1612.4, 2242.8,32,stable,-0.4 ,-3.4, 2.6
"Roane County, Tennessee(6,10)",47145,***,1907.5 ,1793.2, 2027.1,213,stable,-3.4 ,-6.7, 0.1
"Callahan County, Texas(6,10)",48059,***,1907.4 ,1678, 2159.6,50,stable,-5.9 ,-22.8, 14.7
